title,transcript,likes,comments,views,duration_sec,total_claims,false_claims,label
video,"7 Signs Your ADHD Is Getting Worse. Number 7 You're Losing Essential Items Like Your Keys Or Your Wallet More Frequently This is a clear signal that your ADHD could be worsening. Number 6 You're Having a Harder Time Concentrating Especially when you're faced with tasks that lack personal enjoyment This difficulty hinders your productivity and daily functioning. Number 5 You're Increasingly Starting Tasks And Abandoning Them Shortly After Starting This suggests an increased struggle to sustain interest. Number 4 You're Feeling More Restless This manifests through heightened fidgeting, making sitting still a big challenge The need to fidget is because of an internal sense of unease inside of you. Number 3 You are Struggling To Connect With Others Because You're Losing Concentration And Focus When You're Having Conversations With People You often find your mind wandering and getting caught in distractions like your phone or social media. Number 2 You are Overindulging In Activities Like Overeating Or Overspending Which may point to your brain seeking more dopamine spikes than normal As your ADHD worsens, the increased need for these dopamine spikes increases. Number 1 You're Getting Bored Much More Easily Activities that usually sustain your interests are only short-lived.",3546,77,86500,84,8,8,4
video,"The thing about ADHD people is that their brain actually functions as a superpower when they have the ability to focus it towards the things they like doing. Because they'll find themselves in these really deep flow states. I always found that interesting when people are like, oh, I'm ADHD. Like, oh, well, great. Well, how about you fucking use it for something? I'm fucking ADHD as shit. Do you know how many people I work with? A lot. That's the beauty of it. This was not something I had to run away from. I realized that in my life, once I started embracing the fact that I was so sensitive and emotional, I started developing emotional intelligence. And now, all of a sudden, people don't perceive me as emotional and sensitive. It's not that you are these things. It's just that you have the capacity to look at that flip side of yourself. You get the capacity to look at the fear, to look at the doubts, to look at the sensitivity and go, well, do I want to build myself up? Let's do it. And you start building yourself up. And then, in contrast to that, people see an effortless person, a fearless person. Thank God we have that uniqueness in us that we have to learn to hold. The sword's not so heavy, it turns out, once you start swinging in a bunch of times.",11900,145,172000,49,2,2,4
video,"Eight signs of ADHD in women that no one ever talks about. So let's talk about them. You have an intense fear of letting others down or saying no. No matter what you do, you don't feel good enough. You struggle to verbalize your own feelings and opinions. Sometimes you overshare or put your foot in your mouth. You feel misunderstood, but you long for connection. You got good grades in school, but you don't remember anything you learned. You feel like you may have missed out on your passion and calling because so much of your energy has been hiding your struggles. You have so many dreams and possibilities, but you don't know where to start. You're not crazy. You're not too much. You're not a hot mess. You're not a drama queen. And you're not alone.",196600,1511,3700000,44,8,8,4
video,"Three ways to reduce ADHD symptoms without taking prescription drugs. If you're new to my channel, my name is Robert Love. I'm a neuroscientist. So I have ADHD and I'm very familiar with it. Here are three things you can do to lower ADHD symptoms. Number one is exercise. This is the most important. By moving our physical body, this improves our brain health, also reduces stress and anxiety and improves sleep. Number two, I just mentioned this one, is getting really good sleep. If you're not getting good sleep, the brain doesn't work well. This increases stress and anxiety and increases ADHD symptoms. And number three is to eat really healthy food. In particular, avoid highly processed foods, avoid foods high in sugar and avoid foods with gluten. You want to eat lots of organic fruits and vegetables and healthy forms of protein. That's really great for the ADHD brain, especially sardines. These are terrific for the ADHD brain. I love you. God bless you.",2696,59,65000,42,4,2,3
video,"ADHD symptoms that really fucking suck part 3. Mental Disorganization: people with adhd have what I call an invisible shelf. It's an area that we put stuff that we wanna come back to, but it doesn't actually exist. So say you have something important to do like paying a bill, but there are other more important things that you'd like to take care of in this moment. So you take your less interesting task and you put it on the shelf so you can come back to it later, but it's invisible. So it either disappears forever or reemerges when it's burning hot and you don't have any choice but to do it right away. And throughout the days as you continue to tell yourself ""I'll just do this later I still have time"" more and more tasks fall through the invisible shelf and fall into the void. And it's not that the intent is to never do the task, because we understand how important it is and the implications for not doing it, but writing down a reminder and setting an alarm to remind yourself to do the task at the right time often feel like obstacles in the way of whatever our next focus is. So they end up on the shelf as well. ",38500,242,284000,61,2,2,4
video,"If I could have you and I stand in the shoes of a female with ADHD even for a day, we would not survive. You should not be assessing any female for mental health issues, for their physical health or just their health in general without consideration of hormones. Do we do that? No, we don't. I will not see a female without consideration of at what age did she go through puberty? What were her menstrual cycles like? Were they regular? Were they irregular? Tell me about the nature of those cycles because that tells us a hell of a lot. Okay. Tell me about that seven to ten days before you're due on your period, the luteal phase. Then let's talk about what it was like when you were pregnant, what was it like postnatally and the catastrophic impact that many females can face when they reach perimenopause and menopause, which can often be very early in females with ADHD. It interests a lot of my female clients when I ask them questions like, tell me about your heavy periods. Tell me about your cramps. Were you ever diagnosed with endometriosis? And this is something that I talk regularly about to some of the schools where I do a lot of educational work. But you think about the neurodiversity that exists. And when you walk into a workplace or you walk into an academic environment and you say to them that the likelihood is that every single female within this school is going to be compromised for at least seven to ten days every single month that they're here. So that makes up 25 to 30 percent of the time within academia, within the workplace. Because in that luteal phase, you're losing the protective effect of estrogen on dopamine, your ability to focus, your ability to concentrate. It's affecting serotonin and invariably then the mood related issues, motivation, all of these things become compromised. It's then further exaggerated when you have ADHD. So for someone who doesn't have ADHD, they're going to see that gap for seven to ten days. It's not persistent. Okay. For someone with ADHD, the difference is it's always there. It's persistent. But it's more exaggerated within that time period. That's telling, isn't it? Where if that impacted males, do you not think we'd have found a solution for it? Do you not think we'd have a policy in place for 25 percent of the time? It's all right, Alex. Take some time out. We won't expect as much for you. We'll make sure that exams are designed at a time when you're not compromised. You're at your absolute best. No. That places them at a distinct disadvantage. It's not a level playing field, is it?",109600,2928,849700,142,3,3,4
video,"Treatments for the seven types of ADD or ADHD type 2. Inattentive ADD, short attention span, distractibility, not very hyperactive or restless, just trouble getting going. What we often see on the scans, decreased prefrontal cortex activity, decreased cerebellar activity. So what really helps them is coordination exercises, physical exercise, a higher protein, lower simple carbohydrate diet, stimulating supplements can be really helpful like L-tyrosine and sometimes stimulants like Ritalin or Adderall can be just incredibly helpful.",16400,204,363600,45,8,4,3
video,"Women with ADHD are four times more likely to die by suicide. That's because they can remember birthdays from 14 years ago, but not why they walked into a room. They can feel rejection from a text that just says, okay. They can start a business at 2am fueled by pure dopamine and then ignore an email for six weeks because replying feels physically painful. People think ADHD is being distracted. It's not. ADHD is emotional whiplash. It's caring so deeply that every mistake feels catastrophic. It's hearing you have so much potential so many times that eventually it stops sounding like encouragement and starts sounding like failure. It's being called lazy when your brain is running a marathon before breakfast. It's wanting to text people back, wanting to clean the house, wanting to start the thing, wanting to be consistent and somehow still not moving. Not because you don't care, but because you care too much. And the worst part, most people only see the personality, the funny one, the loud one, the creative one, the chaotic one. They don't see the shame, the exhaustion of constantly fighting your own brain, the guilt of missed deadlines, missed calls, missed opportunities, or how lonely it feels when your entire life looks high functioning from the outside while internally you're hanging on by a thread. Let me tell you something that changed my life. ADHD is not a lack of intelligence. It's not laziness and it's definitely not a moral failure. Your brain isn't broken. It's overwhelmed, under supported and forced to survive in a world it wasn't designed for. And honestly, the fact you're still here, still trying, still caring means you're doing far better than you think.",35100,1065,322200,109,7,6,4
video,"If your partner has ADHD, watch this video because it's gonna help you, it's gonna help them and it's gonna help you both together. So I'm just going to assume that you have witnessed your ADHD partner have severe emotional breakdowns, which will probably come with zero warning. And this is because of emotional dysregulation, it's completely normal for someone with ADHD. You can go from easy breezy mellow to a complete anger outburst. I've found it always is usually linked to them feeling completely overwhelmed in their own mind. And one thing, it's just made their brain explode. How you handle this is critical to how quickly they can come out of this outburst. And I know it's hard because in these moments, the person with ADHD can fully believe that their entire life feels like this. In worst case scenarios, they can say really hurtful things, claim that they don't want to be with you, that they don't enjoy their life. And you know what the worst thing about this is? In the moment, they fully believe it. But I promise you, as soon as their emotions are regulated again, they will not recognise themselves. Things not to do, don't just tell them it's going to be okay. Acknowledge their emotions. It helps when my partner acknowledges that I am feeling extremely overwhelmed. Please try not to take it personally. I'm sure your partner then always comes to you with complete regret and guilt and apologises. But ask them, instead of saying sorry, just thank me for still being here and supporting you. You then get the validation that you've stood by this person in their weak moment. And they get to release that guilt. Because after all, it's not actually their fault. It's out of their control.",594500,6559,7400000,100,6,5,3
video,"Powerful ADHD morning routine to help boost dopamine and brain function naturally. If you have ADHD, what you do in the morning is incredibly important. Because of our dopamine deficiency, we can get hooked on things very easily. So instead of reaching for your phone first thing in the morning, try this. Right when you open your eyes is when your brain is in the theta state. This is the subconscious state and it's when your brain is the most easily programmable. Turn on positive affirmations or a motivational podcast and let it really seep in for 20 minutes. This will help prime your mind to be in a good state for the rest of the day. Then set an alarm and make sure to take your supplements. Deficiencies lead to disorders. So things like an iron deficiency can make your ADHD way worse. Taking a magnesium theonate supplement can help a lot with brain function as well as the hyperactivity. Supplementing with omega-3 fish oils, EPAs and DHAs can be incredibly beneficial for brain function and mental clarity. You can try nootropic stimulant plants. These are medicinal plants that have been scientifically proven to be equally as effective as ADHD medication, but just a lot less harsh and much more gentle on the body. Then go get in a cold shower. Cold water therapy has been shown to improve dopamine levels by 250% and if that's too much for you, fill the sink with cold water and repeatedly just dunk your face into it until you can't take it anymore. It'll be incredible for helping calm down your mind and boost your focus. And then last, regulate your cortisol. So don't drink a coffee for the first 90 minutes of the day. Try to go outside or just get near a window and take in natural sunlight. This will help regulate your circadian rhythm and control your cortisol spikes so that you're not as hyperactive or impulsive throughout the day. And at this point, I feel like I'm pretty much ready to start my day, so I usually just do my makeup while I listen to a positive podcast or something that's feeding my brain. Try this out and let me know how it goes for you in the comments and click the link in my bio for more information on nootropic stimulant plants and how they affect ADHD.",86600,891,1000000,108,7,7,4
video,"If you love a woman with ADHD, here's what actually helps her regulate. Communication matters. And sometimes the ADHD brain is very dysregulated and we don't realize what we sound like or we forget to think before we speak. Movement can really be helpful when we know we're going to have those hard conversations. Asking clarifying questions and not having the assumption that they meant to do this. I think this is really helpful with reactivity with your partner. An ADHD wife can snap depending on hormones and different things. And we can start this spiral. And we really need a partner that can understand and help us sometimes with our own regulation. We process differently, not incorrectly. Meet us where our nervous system is. That's true love.",1130,13,15700,48,4,3,3
video,"Today I'm going to be telling you the things that you need to be doing to make your ADHD symptoms less fucking debilitating I'm gonna give it to you straight. I'm gonna give it to you fast and I'm gonna give it to you hard one start fucking learning Stop dilly-dallying and going about all fuck something's wrong with me I have this I have that da da da da da and that's it you can heal it is possible for you to heal You don't have to be this way forever So in order to do that, you need to be learning how the brain works, especially neurodivergent brains learn about neuroscience Learn about the vagus nerve learn about nervous system regulation learn about the parasympathetic nervous system learn about executive dysfunction Take a deep dive into YouTube and learn how your brain works So you know what's wrong with you and you know how to fix it number two people with ADHD have a shrunken prefrontal cortex Your prefrontal cortex is linked to executive function So most people with ADHD have executive dysfunction where it's hard to start tasks You lack motivation and you don't want to fucking do shit. It's very often misdiagnosed as depression But you can grow your prefrontal cortex by doing neuroplasticity activities Neuroplasticity activities is literally simply learning play checkers do a word search learn how to bake bread I don't fucking know literally learn about yourself learn about your mental health learn about adhd and for example That's why a lot of people when they get out of college They don't remember shit years later because they're not constantly growing their prefrontal cortex. They're not constantly learning shit Number three stop dopamine chasing and trust me. I fucking know I used to be an alcoholic. I used to do coke I understand that we lack dopamine, but we need to be okay with being bored We need to be okay with sitting in silence and we need to be okay with being alone You don't need a doom scroll. You don't need a binge eat. You don't need to hook up with everyone. You don't need a drink You don't need to smoke. You don't need to do crack. You need to be doing long-term dopamine activities and it sucks But you're gonna feel great after trust me And the more that you do that the more dopamine and motivation you're gonna have it's gonna help with norepinephrine It's gonna help with your dopamine receptors yada yada yada number four regulate your fucking nervous system I'm gonna make a whole nother video about this because it really is that deep when you start to feel stressed when you start to feel anxious When you start to feel like a meltdown is coming You need to start learning like how to regulate that go look into the vagus nerve Go look into the parasympathetic and sympathetic nervous system and look into health and wellness and you need to be resting Actually resting there's seven types of rest. So learn about that, too I don't know what number this is, but you need to have structure to your life. You can't just keep raw dogging it I'm, sorry. I'm sorry get a to-do list schedule your shit start a routine start some habits lock the fuck in Finally, I just want to say you need to start you need to understand that it's possible to heal that it there's hope for you You can't keep living in the same cycles. You can't keep living like this. It's either day one or one day Lock in y'all. Let's get it started",98500,893,504500,153,7,7,4
video,"Right now, the biggest undiagnosed group are adult women. And I love seeing these women because they come in almost invariably. In the past, they've been diagnosed with depression or anxiety or both. And what I say to them is that, you know, you're sad and anxious because you have this untreated condition. If you're walking around waiting to be called out over and over, that makes you anxious. And if you're underachieving, that makes you what looks like depressed. But in fact, I'll say to them, you're absolutely brilliant and you've got an amazing imagination. And they've been lied to too many times. They'll say, how do you know that? Like, prove it. How do you know? I say, well, I'm ready to prove it. I say, well, your vocabulary, your appreciation of irony, your sense of humor, how you took in everything in the room the minute you walked in and sat down and made comments. You have to be pretty smart to do that. Then they start to cry. Say, my God, nobody has recognized me. I've been. And they weep. But then it's a whole new life. A whole new life can see them just rising up in front of me. Their spirits are rising and they're ready to soar, which is what they should have been doing all along. And that's why I love my work. It's like giving someone, using the knowledge we have, new life. And they, boy, do they ever take it and run with it.",2639,146,24000,75,4,4,4
video,"Alcohol is literally the easiest way to regulate an ADHD brain and it's also the fastest way to destroy it. If you have ADHD, you know we feel so much all the time. And alcohol, at least for me, it just slowed the noise. It helps you focus. It helps you connect. It gives you instant dopamine. So yeah, of course it works and of course you keep going back to it. The problem is the more you use it to regulate, the less your brain learns how to regulate on its own. You crash harder, you crave more, and eventually that thing that was helping you cope is actually now causing the chaos you were trying to escape. So if this sounds anything like you, you're not an alcoholic, you're just dysregulated. And the healing starts after you put down the drink, when you finally learn how to regulate from within. ADHD brains need a different path to peace and that's why I created the Rebel Reboot. It will help you learn how to stay present in the moment so you can manage your triggers and your cravings. It will help you feel less impulsive and be more in control. It will help you regulate your intense emotions that are just part of having ADHD. If you're tired of relying on willpower and you really want to change your relationship with alcohol, check the link in my bio to learn more.",62000,671,982000,67,5,4,3
video,"If you have ADHD, your energy levels probably look like this. These highs are when you're feeling super productive, hyper fixated, just like excited about life. Maybe a little manic. The lows are like overwhelm, overstimulation, hermit mode. I don't want to talk to anyone for three weeks. If you want to manage your ADHD better, you want to make your wave look a little more like this. You got the highs, you got the lows, but you're a little more in control of what it feels like. And things are a little more spaced out so you're not feeling like such emotional whiplash. And how do you do that? This is where I plug that I'm an ADHD coach. So follow along if you want helpful things. Anyway, here's how. A lot of this is about body awareness. Noticing what does it feel like to be in my body when I'm like up here. Start paying attention to that because when you're up here, you got to be able to notice it and slow your roll a little. Act like more of a human being instead of a human doing. So take a breath. Take a walk. Pet an animal. Make some artwork. Drink a cup of tea while you look out the window. Write in your journal. If you're a meditator, try meditating. Just slow down so you don't run out of energy and fall off that cliff so hard. And if you already did fall off the cliff, you're down here. You got the same prescription. The only way out is through. And you can't move through it if you don't actually tend to your needs. Take some baths. Chill out. Do all those things that feel really good to you. Notice I did not say scrolling the internet. That's not going to replenish your dopamine. If this was helpful for you, follow along. And if you want more help, I do free discovery calls. I have availability in August. So click my link. Okay, bye.",127000,792,1400000,85,4,4,4
video,"The best treatment for ADHD has been found to be a combination of behavior therapy and medication and perhaps the use of technology. This is according to Dr. Brandy Bolling, who presented a keynote at the 2025 ADHD conference, which I am currently attending right now. She said, medication is the first line of treatment for ADHD. And that may not be your choice, but that is what the science says. Behavior treatments like essential oils, post-it notes, or if we're talking about kids, rewards, spanking, or for ourselves, making lists and keeping calendars, may be minimally effective for people with ADHD and children with ADHD, while medications have been proven to be consistently effective. And many of us know that medication can take us far, but learning skills and strategies can take us even farther. Further? Farther? I don't know. But if you're not in the market for coaching or therapy to get the other half of the equation that she's mentioning, she talked about how there are a lot of great technology resources out there for ADHDers. So let's talk about them. Here are three that she named. Number one is cognitive training. This one's kind of interesting. I've never tried it myself personally, but it's been proven to strengthen skills like attention and memory. And one tool like this is called Endeavor OTC. Again, not sponsored. I've never tried it. Number two, biofeedback resources. She mentioned one called Focus Calm, which measures electrical feedback in your brain so that you can see measurable results as you do mindfulness activities. And last but not least, of course, she mentioned planning and organization apps. Specifically, she mentioned Timo, T-I-I-M-O. Again, not sponsored. Which helps you to prioritize and stay on track with your day, among many other things. A key thing I think that she said is that technology works best for us when it is simple, has good visual design, and that we use it regularly. What to watch out for is apps that are over-claiming without strong evidence. Which I don't know about you, but I do feel like a lot of ADHD-focused apps kind of give me the ick in their marketing because of the over-claiming. But most of all of this, technology should be used as an adjunct, not a replacement for behavior therapy or medication. So if you're trying to figure out how to better manage your ADHD and you haven't explored all of those options, definitely some new directions for you to check out. If you want to hear more about the 2025 ADHD Conference and more about ADHD, follow along. But if you want a higher level of support, I have amazing body doubling, group coaching, one-on-one coaching, and tools and resources on my website. And you can find that by going to my profile and clicking the clicky thing at the top. Thanks.",17800,139,161900,137,7,6,4
video,"So what do you call it when you have absolutely zero desire to do absolutely anything and that feeling doesn't go away for months or even years. So this is called ADHD and anhedonia. And I really wish someone had explained this to me sooner because for the longest time, I thought I was just lazy because there were these periods where I just could not do anything. No motivation. I didn't want to see friends. I didn't want to go out. I didn't want to do the things that normally brought me joy because I just felt like nothing. And what's actually happening, what I discovered was the nervous system basically has a capacity. And you've been carrying around so much stress for too long. And at some point, it just shuts off. Not completely. You're basically just a zombie through the day. But getting there on the bare minimum, we'll say it like that. You've just gone through the motions. Your brain doesn't just numb the bad stuff. It numbs everything. The happiness, the excitement, the connection. All of it goes. So you're sitting there in a room full of people that love you and you feel absolutely nothing. And you're wondering, what the hell is wrong with you? But it's not you. Your system is just completely fried and it's in survival mode. And so, so many people are missing the right support system and the right tools and the right approach to tackle this issue, to get unstuck and build any positive momentum. In fact, even most ADHD apps and tools are pretty mediocre. But the app that I have found that's worked well for me is Mindflow AI. It's based on behavior research around the ADHD brain. And that's what gets it working. And it kind of hacks your brain into gently using the right motivators to get you into the right place without fighting yourself or relying on negative circumstances to get moving. So you rely on the right motivators that prevent you from entering the state of anhedonia altogether. Win-win. So if you've been stuck in anhedonia mode, what's helped you start pulling you out of it? Drop it in the comments for me because I think we all need to hear it. Peace.",18000,431,324600,104,3,3,4
video,"Three supplements that can help with ADHD. If you're new to this channel I'd like to welcome you my name is Justin Kelly I'm a holistic health practitioner and help individuals not just treat symptoms. Number one I talk about this mineral a lot but that is because it helps control over 300 enzymatic reactions within the body and it is known to also help with the calming of the brain. This is going to be magnesium. I like a magnesium glycinate because it is still a highly absorbable form and is more cost effective but you can also opt for magnesium L3 and 8 as this is going to help pass through the blood brain barrier. Number two is going to be L-tyrosine. L-tyrosine helps with the production of dopamine in the brain which can also help with the production of norepinephrine and adrenaline and so on and so forth but in studies it shows that individuals who struggle with ADHD are either deficient in dopamine or their brains have trouble producing dopamine in the brain so L-tyrosine can help with that production and can help increase focus. Lastly is probably my favorite for ADHD. I use it myself but this is going to be L-theanine. L-theanine is great for the production of alpha brainwave activity which can help increase focus but not only is it great for increasing focus it can also help with anxiety, sleep, insomnia that you get like you've seen in this video that is typically comes with ADHD symptoms. God bless you. Hope this helps. Have a great day.",44700,1165,648300,79,3,3,4
video,"You have to stay off your phone for an hour, the first hour of your day. You have to. We have a problem regulating dopamine. These phones hijack and deplete our dopamine systems by design. You do that in the first hour of the day when your brain's not awake and your cortisol's not processed and your adenosine's still flowing, you trash your whole day. Speaking of adenosine, number two, do not have coffee the first hour, hour and a half you wake up. It scrambles you. There's a chemical in the body called adenosine, and I'm not going to even get into that, but don't have coffee for an hour. You're going to be short the rest of the day. You're not going to be able to focus, and then you're going to be chasing that dopamine with coffee all day. It doesn't work. Biggest one, you have to lay your stuff out the night before. Everything. I'm talking down to the most minute decision, like what pencil am I going to use tomorrow? Your mornings, you just want to wake up smooth, no decisions, no caffeine, no phones, like take a shower, whatever. That's how you start a day. Don't jump into chaos unplanned with a phone glued to your face while you're sucking down Rockstar.",27200,446,338700,62,4,4,4
video,"If you have ADHD and you're not doing these three things as soon as you wake up in the morning, I guarantee you are doing yourself a disservice. My name is Dr. Ahmed Al-Khatib. I'm a New York City psychiatrist. I'm going to talk to you about doing these three things. It's going to forever change your life. Number one, stop using your phone first things off in the morning, at least for 30 minutes. Number two, breathe through your nose. And number three, exercise. Move your body. The reason why not using your phone, number one, is very important is because this is an infinite portal right here that has anything and everything and all the distractions you ever want and all the anxieties you ever want. And when you wake up, especially with a brain with ADHD, you don't want to be distracted. You want to be bored with your day-to-day and have to go through them anyways and be able to say, okay, this is the tone for the day. Number two, breathing through your nose. This activates your parasympathetic nervous system. It is also mindful because most of us will breathe through a combination of the two. And if you can't breathe through your nose, you need to get that looked after. If you have sinus issues or you have a deviated septum, that actually increases your risk of anxiety and depression by 400%. So you need to take that looked after. And number three, if you move, you already know this. The movers, the people with ADHD that move around know that this is a non-negotiable. Moving your body, even if you can't do, let's say, cardio or weightlifting or yoga or tai chi, even doing a five to ten minute mobility routine in which you are moving through a systematic way from top to bottom, through your joints and just activating and including movement, is going to make a drastic difference in your day-to-day life.",2290,58,36300,86,3,3,4
video,"If you have ADHD, here are 3 tips I would give you as a licensed therapist. Number 1. Create a no stimulation zone. With ADHD, your brain is always chasing stimulation. But too much of it fries your dopamine system and leaves you restless. That's why you need a reset. Create a zone where you do nothing stimulating. No scrolling, no music, no TV. Just sit and let your brain settle. Aim for 15 minutes, but if that feels like too much, start with 5 and build up. It gives your mind a clean start so you can actually focus again. Number 2. Expect to lose interest. The ADHD brain lights up at the start of something new. But once it stops being exciting, the frustration kicks in. That's when most people quit. The trick is to expect it. Tell yourself, I know the dip is coming, but it always does. That dip isn't a sign to stop. It's part of the process. Push through it and often the task becomes enjoyable again. With this mindset, you'll actually finish more projects instead of leaving them halfway done. Number 3. Learn to control your movements. ADHD can make your body feel like it's running the show. Fidgeting, pacing, talking too fast without realizing it. The way to take back control is to practice switching gears on purpose. Try walking slowly when you feel rushed. Try speaking slower during a conversation, even if your instinct is to speed up. Then flip it and go faster. Notice the difference. This practice reminds your brain that you're in charge, not your impulses.",6733,71,90100,90,6,6,4
video,"If you have ADHD, this is why you're so fucking anxious all the time. You wouldn't know it, but I used to be an anxious motherfucker like you. I hated going to parties, I'd just stand in the corner. And I'd pray that someone would come up and talk to me, even though deep down I didn't really want that to happen. If that's the sort of shit that happens to you, I'm gonna teach you how to overcome it in this video. But first, please make sure you hit follow so you can hear the real truth on here. So most of your anxiety simply comes down to being able to manage your stress. At its core, built up micro stress is what fucks you. All these little things that happen over time, cause you to erupt massively. And then you overthink things to the point that you're confused what's actually reality. Figure out your patterns, and then zero in on exactly what it is. If you need further help, click my link, grab my book, and you're welcome.",11500,54,107100,37,2,2,4
video,"If you've got ADHD and you struggle with emotional dysregulation, send this to your partner. Evening, my name's Chris. I've got ADHD and I teach people about it. ADHD is what's known as a neurodevelopmental disorder. That means our nervous system, our brain, it didn't develop at the same rate as our peers. Our brain is more interconnected than the average person, but it communicates less effectively. And one of the big issues with the communication between areas of our brain is the inhibition side of things. And when it comes to the emotions we feel, they tend to be very big, very visceral. We feel them everywhere. They're very consuming. So when you couple these big emotions with reduced inhibition, it can often come out as a bit of an explosion. Please try to understand they don't mean to have their feelings coming out in this way. We've spent our whole lives being told that we're too sensitive, that we're overreacting, we need to calm down, why are you so angry over this? And that's because to the people around us, it seems like we're overreacting. But internally, that's how we're feeling and we're struggling to process it. So when you see your partner getting extremely upset or extremely angry over something that you wouldn't really be bothered by, instead of echoing those messages of calm down, why are you so upset, why are you getting annoyed? Try be part of the solution. If we can have someone calm around us, a genuinely supportive and loving presence, someone that makes space for those emotions, that allows us to start taking time to feel these emotions and process them for ourselves. And in time, we'll start to make space for those emotions as well. Go about it as a team. Love you.",130500,1238,1600000,78,7,5,3
video,"Okay, I wanted to talk to you guys about how underlying ADD and ADHD affects your relationships, family, friends, girlfriends especially, or partner. Like, if you're undiagnosed, like I was for my whole life, you sort of come across as, like, lazy, inconsiderate, like, no respect for where you're living or the people around you, like, you don't care, people don't call you, because, like, on the phone you're the worst person ever on the other end because you're not paying attention because you, like, literally cannot focus on it. Like, you can, you get bored so easy, like, all that stuff. The biggest thing for me was, like, with my girlfriend, like, she kind of helped me realise, hey, this is the last straw, we can't keep having this conversation, this needs to change. And I was kind of like, I literally am trying so hard, I can't help it. And that was kind of when I realised I really need to go see someone and get this sorted out because if there's any sort of medication or anything that can help me, like, become a better person or, like, you know, achieve the things I really need to achieve and want to achieve day to day even, then I need to do it. But, like, it'd be stuff like I'd leave empty packages around the house because I'd eat a piece of cheese, put the packaging back because I've got something else in my mind I have to run to. It'd be like, I had one job that I'm like, I'll do this for you and it's clean a dog poo from the dog toilet area, right, in the apartment. And I'd do it for, like, two, three days in a row real well and then I'd just wear off and I'd go back into, like, the state of, like, me and it's the ADD. And I'd forget or I'd, like, half, I'd, like, pick up the poo. I wouldn't wipe it with, like, you know, I wouldn't wash it down. I would just go and start the dishwasher and do half of that and then I'd go into my room and do frosted candy orders or I'd, you know, I'd work on music and I'd have done five things to half a job which is basically doesn't count at all. And, like, that was when I was living with my parents, living, like, with my girlfriend now. Like, it's just, like, I couldn't imagine how they felt and I just couldn't help it. Like, my dad's called me literal half a job Jackson for my whole life. My mum thinks I'm the laziest thing. They've said to me forever, like, Jackson, this isn't a hotel. And I'm like, I'm not trying, like, to do that. I just, and it makes you feel like a horrendous person. Like, this diagnosis definitely lifted that weight off my shoulder. Yes, Raph Raph. So, yeah, like, even I spoke to my sister on the phone the other day and she's like, wow, this is the longest we've ever spoken on the phone. Like, I pretty much gave up on you. Like, I'm communicating with you, which is so sad because I'm very close to my sisters. But it's just crazy, like, you know, now compared to then, like, even just being diagnosed was enough to be like, okay, that wasn't really me. That wasn't me. It's not, it wasn't actually all my fault. Obviously, it's not a quick, you know, just a fix. It's just, it helps. It aids me living with A to D and it aids me, like, being on a level. I'm playing field now and I can show so much love and, like, connect with people a lot more. It's just so much better. Just, yeah. And I bet there's a lot of people going through this and they don't really know. So, I kind of definitely want to talk about all the symptoms and all the different variants.",1073,24,41600,180,4,4,4
video,"Because I think if someone really has ADD, withholding medicine is like withholding glasses from someone who can't see. And that's neglect. And we're in this society, right? The more educated you are, it's like, oh, no, I'd never give my child medicine. And then all of a sudden you see they're failing in school. And if you struggle in school, you begin to hang out with the other kids who are struggling, which may not be ultimately in their best interest. If you haven't been diagnosed by the time you're 10, odds are your self-esteem has been negatively impacted. Because people have said repeatedly to you, you're smarter than this. You could do better than this. Try harder. But what I showed on the scans, when they try to concentrate, their brain drops in activity. In fact, the harder they try, the worse it gets.",114800,1796,1100000,66,4,3,3
video,"I grew up with ADHD in a Swedish holistic home. And even though my brain felt split sometimes, my mom helped me hold it together without Adderall. ADHD really comes down to a lack of happy chemical in the brain called dopamine. And Adderall, it just forces your brain to dump all of its dopamine at once. That's why so many people end up depending on it, because they are completely drained of the very chemical they need to function. Instead, my mom used to give me a small amount of caffeine with an amino acid called L-theanine. And L-theanine actually helps your brain produce more dopamine and more serotonin in a slow process instead of burning it all out at once. And when you pair it with caffeine, it feels like rocket fuel for your brain. But without the jitters, crash or anxiety you normally get from caffeine alone. And there are a couple of ways you can get this combo. Drink coffee and take an L-theanine capsule. Or you can sip on a matcha tea. But personally, I just chewed this gum that I saw on Shark Tank. This gum already has the perfect blend of L-theanine, caffeine and B-vitamin. And because you absorb it straight through your mouth instead of your stomach, it kicks in 10 times faster than coffee. And after 5 minutes of chewing on it, it literally feels like I'm in that movie Limitless. And before, if someone dropped a pen in the office, I lost concentration for 20 minutes. And now they have to throw the pen at me just to get my attention. And no matter if you take it before cleaning, working or just getting through the day, you'll be running at faster pace. Since they were on Shark Tank, they sell out constantly. So if you see the orange cart down here, they are back in stock. And if they are, you should get some before they sell out again.",18000,334,2200000,92,3,3,4
