condition,row_index,true_label,prediction,record_id,platform,title,transcript,total_claims,false_claims,signed_error,absolute_error,error_direction
B_RIDGE,16,2,4,youtube:000016,youtube,An ADHD Diagnosis Does Not Mean Medication,"Hi I'm Rick Green, I'm a comedian who has a science degree and attention deficit hyperactivity disorder (ADHD). In the videos that I'm making for my YouTube channel Rick has ADHD I often Advocate and recommend getting properly diagnosed, now what I hear from people is two things, one is I couldn't wait to get diagnosed and when I was diagnosed everything started to make sense. Okay there's two or three responses, another response is I really would like to find out but I'm waiting because there's a long waiting line, and I've done a video about that as well. Then there is the I'm pretty sure I have it, I've read all the checklists, took all the online screener tests and so on, but I don't want to have to take drugs, so I'm not going to get diagnosed. So uh, I don't know where you live but nobody can force you to take a medication for anything, if you had a fatal disease and there was medication for it you don't have to take it, they'd recommend you take it, and you might want to learn more and decide if you want to take it. But with ADHD medication despite its wonderful track record most people I know who've tried it, stick with it, it's been a life changer, and some people I know have tried it, didn't like it, and stopped taking it, and that's the thing, you could try it, because I was reluctant, I have to tell you I don't drink, I never smoked any of that. So my friends all did, that that was fun, but I didn't take drugs. So the idea of taking a drug, a medication, that worried me, I was frightened that I was going to turn into a zombie or something, and it actually just made me calmer, but I wasn't zombified. I actually just got more done with less stress and it turned down that noise of the five radio stations that are playing in my head way down so I could sit and actually do taxes, which was shocking to me, shocking, I just did years worth of taxes in one day. So you don't have to take medication, you don't have to do anything, but once you know for sure what's going on believe me you are going to want to try different strategies and tools and techniques, and apps, and all of these things that are going to make life so much easier.",4,1,2,2,overestimates_severity
B_RIDGE,27,1,4,youtube:000027,youtube,Doctors have to BE CAREFUL with ADHD Diagnosis,listen I've been to college we know what we know what like Adderall other stimulus exactly yeah there's High concerns that it can be um diverged look I have a friend and he has ADHD um does he really does he not I don't know I'm not his doctor um I I can't say for sure right but he is diagnosed by somebody receiving at all on a monthly basis and he never takes it he just sells it and it's kind of like a Lifeline for him um so I do understand that there's stuff like that going on we always have to be vigilant that we're not over medicating our children especially with these changing DSM criteria and I know you kind of mentioned the ADHD one but that's one where the criteria has changed a whole bunch in the past several um decades right the criteria has gotten softer it's easier to diagnose ADHD now,3,0,3,3,overestimates_severity
B_RIDGE,34,3,1,youtube:000034,youtube,ADHD Late Diagnosis Consequences,"People say the ADHD diagnosis is pointless, labeling yourself. Did you know that not being diagnosed can lead to some pretty serious consequences? Two times as many relationships fail when one of the partners has ADHD. Literal jail. Research suggests that between 25 and 45% of people in prison would meet the diagnostic criteria for ADHD, and that's compared to 5% of people in the general population. Addiction. People with ADHD who are not diagnosed still have symptoms and may end up turning to unhelpful coping strategies that can turn into addictions that they can't get away from because they still need a crutch to cope with their ADHD symptoms. Low self-esteem. Shame. ADHDers have received so many more negative messages by the time they're even 10 years old. And this means that they do not feel good about themselves, and this can lead to things like not being able to maintain boundaries, being a people pleaser, and secondary to that, not achieving your academic potential, not achieving your career goals.",5,3,-2,2,underestimates_severity
B_RIDGE,39,3,4,youtube:000039,youtube,Professor said ADHD isn’t real… wait till you see this 😳,"Just a reminder, anyone that's claiming that they have, or they do have ADHD, I need you all to understand that if you got a bad grade, I believe you guys need to study a little bit harder. Sorry, I feel like that was incredibly rude. I mean, are you kidding me? I got diagnosed with ADHD at a very young age, and classes like this that are extremely hard and have extremely long lectures and a lot of information, and for you to just say that we need to work harder is absolute >> I mean, I've been teaching this class for about like 10 years, and I've never had any student complain to me about anything. I beg to differ. You have two stars on RateMyProfessor, and a lot of the comments are saying that you are a tough grader and give way too many slides. So, more information is not a good thing for students with ADHD, but clearly you wouldn't understand that because you just don't believe it's a real thing. Luckily, my doctor told me to look up this website called I Hate Reading. You can upload every single lecture slide, and it will make you flashcards, quizzes, so you could actually work with the information.",2,1,1,1,overestimates_severity
B_RIDGE,42,1,4,youtube:000042,youtube,ADHD is not real! #adhd #adhdawareness #adhdproblems #adhdlife #neurodivergent #neurospicy #fyp,what is ADHD it's just an excuse to be lazy have you heard that before you've been one of those people that have said that that you just AG your ADHD is an excuse and you're just being lazy I'm going to give you an example of what it's like to have an ADHD brain ignore that thing shaking so let's say you got a car you got an Audi so per someone that's neurotypical they'll get in the car and they'll start they turn the key and they start the engine and it's start straight away done and we'll start driving someone with ADHD now it's the same car it's an Ali however the engine parts are faulty you know the glow plugs might need you know replacing or you know so you start the car it's taking some time to start it's going and then it's going to take a while for it to start and then once it starts it'll get going but it's going to take time to speed up Let the clutches gone so that's the best I can explain,2,0,3,3,overestimates_severity
B_RIDGE,45,1,3,youtube:000045,youtube,Is ADHD real?,one of the myths about ADHD is that people just need to try harder or that they're being lazy when in fact they really are trying hard they're trying hard to make it to that event on time they're trying hard to make sure they respond to every email they're trying hard to focus on a test but there are distractions and other things that happen that make it a struggle ADHD is very real for adults what you might notice is that you're over scheduling you are committing to things when you don't really have the time to commit you're losing track of time easily you might forget to respond to text messages or have 50 unread text messages because it just is a little bit overwhelming to respond to Everything at Once if you're in a relationship or you're partner with someone who is more structured or more rigid it may become annoying to them if they expect things to go one way and you don't always follow through with the plan because you've lost track of time or you have trouble with organizing or planning,6,0,2,2,overestimates_severity
B_RIDGE,68,2,3,youtube:000068,youtube,What Actually Causes ADHD? Dr. Vishal Kasal Explains the Real Brain Science Behind It,"What causes this ADHD? Is it a brain problem that you know no normal development? >> So it is it is a brain problem. The they are still trying to find out the exact reasons but it seems to be multiffactorial in nature. Okay. So uh the there are three things which they have consistently seen. Uh the prefrontal cortex uh is the last one to mature. In people with ADHD, they have seen that the gray matter thickness in the prefrontal cortex is on the lesser side. Ability to think is because of the gray. So that the thickness of that is slightly reduced in people with ADHD. Uh and uh what they have also seen is that it matures or the malination happens in a delayed basis in people with ADHD.",8,3,1,1,overestimates_severity
B_RIDGE,76,1,2,youtube:000076,youtube,ADD vs ADHD: What's the Real Difference?,"I get this a lot. Um, and would you mind kind of clarifying for us what the differences are and whether or not that difference is uh meaningful? >> Yeah, so ADD stands for attention deficit disorder, and that's just kind of a general umbrella term. ADHD is attention deficit hyperactivity disorder, and so uh there's not a huge difference in in my mind. That's why I tend to use them kind of interchangeably because even when we look at uh the diagnosis and we we diagnose according to the ICD-10 and the DSM, uh there's actually subtypes. So, even though they say ADHD, the subtype would be predominantly uh inattentive, for example, rather than um hyperactive or um yeah. >> So, if it's So, if it's ADHD predominantly inattentive, that is synonymous with ADD, is what you're saying.",5,0,1,1,overestimates_severity
B_RIDGE,91,3,1,youtube:000091,youtube,Is It Bipolar Disorder or Severe ADHD?,lot of people who get misdiagnosed with bipolar disorder who actually have severe ADHD because at the end of the day both conditions are impulse control disorders the difference is that with bipolar disorder you expect to see sustained periods of elevated mood or depressed mood and by sustained I'm talking about a week whereas with ADHD you tend to see swings in mood hour by hour uh potentially due to challenges with self regulation,4,2,-2,2,underestimates_severity
B_RIDGE,92,3,4,youtube:000092,youtube,How to treat ADHD and depression | Experts answer,how do you treat ADHD and depression so this is pretty straightforward for me obviously both disorders need to be treated but there's a hierarchy here if you're concerned that you have depression at all we always treat that first the first and foremost is making sure that you're safe that you're not feeling hopeless or suicidal the key to that is is that if you properly treat the depression you get the help you need whether it's therapy meds family support it really will have a huge impact on your ADHD because people that are depressed really can't manage their ADHD even if they're on the right meds and even if they have the world's greatest support system if you're suffering from depression you're not going to have the energy or the focus to take the steps you need to feel present and engaged so the key is take care of yourself first make sure you're safe treat the depression and the ADHD will follow,6,3,1,1,overestimates_severity
B_RIDGE,111,2,3,youtube:000111,youtube,ADHD in Children - Treatment Methods with Dr. Chiang,you want to rule out all diagnosis before you settle on ADHD and the reason why is because there are specific treatments for ADHD that will not work if your child doesn't actually have ADHD so stimulate medications that you have heard so that's the first treatment that everybody ask for and that's what schools often ask for because they just want the child to calm down however a child who does not have ADHD the stimulant medications can actually cause them to be more anxious and agitated so it does the opposite of what you would expect just remember they all have side effects um you want to keep a a close eye on that a lot of children don't sleep on simulate medications and they don't eat very well either so you definitely want your pediatrician or other medical doctor to keep a close eye on your child there are what we call behavioral strategies um so sometimes kids can go and see a psychologist or a social worker or any um mental health therapist can teach your child obviously this is when your child's a little bit older I would recommend at least eight when your child is able to understand and make changes um and so they can teach them strategies like how to organize how to manage time um how to one of the common themes of ADH children who do have ADHD is they're very forgetful right they they don't remember things so a lot of times us adults keep reminding them but if they're not going to remember the information provide like let's say visual cues those of us who are older we use a planner organizer and you can definitely start teaching that y um and then what also happens um you know you can also modify you want to make sure your child is getting enough sleep getting enough to eat right if we if they're on stimulate medications their appetite will be less so you want to make sure that all these other things are getting adequate sleep eating enough and so that we don't have other reasons for causing them to be inattentive or hyperactive,11,4,1,1,overestimates_severity
B_RIDGE,144,3,2,youtube:000144,youtube,Easy Natural Treatments for A.D.D. and A.D.H.D,treatment for ADD and inattentive add is the same as classic very similar even though it's not identified until later the treatments are the same for almost all of these add I like identifying each add so you can see what it is but you're not going to see much variation in the treatment because they're also similar intense aerobic exercise I like to do Jiu Jitsu that's me right there in the the blue ghee the blue uniform um limit video games and T TV especially the the violent and the aggressive ones for somebody who has ADD inattentive add l-tyrosine again helps with the neurotransmitters fish oil where have we heard that before high protein low carb diet,6,4,-1,1,underestimates_severity
B_RIDGE,147,1,4,youtube:000147,youtube,Being Diagnosed With ADHD As An Adult #adhd #mentalhealth #adultadhd,"When were you diagnosed? >> I was diagnosed when I was 43. Typically what happens, kids get diagnosed and then through that process, the parent kind of goes, ""Wait, now little junior is exactly like I was, right? Myself and my daughter, we did it the other way around. I actually got my diagnosis first and then we kind of went, hey, she's just like me."" >> So, what made you seek a diagnosis? I I had always experienced, you know, what I know now are pretty common, I guess, feelings that that are associated with ADHD. But really the breaking point was when I I received a promotion into management. By all accounts, you know, my life had been pretty good. You know, things were going great outwardly. Inwardly, there was a tremendous amount of anxiety, even mild depression. That led me to just see a counselor, just see a therapist. Well, I remember telling her, ""But I can't have ADHD because I hold down a job and I have a house and I have a family."" And she goes, ""Yeah, but how hard is it?"" I went, ""It's tough. It's tough. You know, it feels like I'm walking through 3 ft of water most of the",2,0,3,3,overestimates_severity
B_RIDGE,150,2,3,youtube:000150,youtube,Natural Recommendations For Kids With ADHD,"So stimulants like rolin or aderall are the number one prescribed treatments for kids who have ADHD. It is never number one in my mind. Now I'm not opposed to medicine. I just it's not the first thing I think of. The first thing I think of is what's their diet like? There's a study from Holland that was replicated that showed when you k put kids on an elimination diet. They got rid of gluten, dairy, corn, soy, artificial dyes, and sweeteners, 70% did not have ADD after 3 months. Diet is so important. There's another study with phospatidal searing showing that it can be uh effective. Another study with picnogginal uh marine pine bark uh shown that that can be helpful. You also want to make sure you check their feritin levels. Feritin is a measure of iron storage because low iron. Low feritin levels have been associated with ADD and just giving them feritin sometimes can make a huge positive difference.",6,2,1,1,overestimates_severity
B_RIDGE,159,2,4,youtube:000159,youtube,Can ADHD Be Treated Holistically? 💊,can add be treated without medication the answer is yes add can be addressed holistically through a number of different strategies including exercise especially cardio enhancing blood flow to the front of your brain helps with Focus number two supplements things like Omega-3s phosphoserine ashwagandha jinsang riola but also neuro feedback can be very helpful neuro feedback allows us to train electrical activity in our brain which helps enhance Focus lastly behavioral strategies setting up your workspace to serve you as opposed to distract you,5,2,2,2,overestimates_severity
B_RIDGE,161,1,3,youtube:000161,youtube,Signs of ADHD in teens | Experts answer,what are the signs of ADHD in teens one of the big signs is an increase in high-risk Behavior especially among untreated ADHD so kids in high school with untreated ADHD are much more likely to drive quickly to drink too much to vape too much to be impulsive in social media to have poor grades the other things we see in high school is we see an uptick and academic rigor and we see the social stuff just gets more and more stressful trying to manage social media and trying to manage relationships in high school can be really challenging so what we see is kids that are struggling more academically we see kids that maybe are falling behind socially and we see kids with an increase in Risky Behavior so all of those things are signs in high school and the truth is is that ADHD while it's lifelong often gets diagnosed at different ages and stages so it's really important no matter what the age is to identify early and to diagnose and treat it can make a huge difference,3,0,2,2,overestimates_severity
B_RIDGE,164,1,2,youtube:000164,youtube,10 Signs it’s ADHD and Autism (Part 1) #videopodcast,10 signs that you may have autism and ADHD social interaction is number one so we know autistic people have difficulty with social interaction and communication however those with ADHD can also struggle with social cues and have a hard time waiting for their time to speak or play number two repetitive behaviors now the common sign of autism is repetitive and restrictive behaviors but people with ADHD can also display repetitive movements like tapping their feet or fingers number three sensory sensitivities so autistic people as you know we can be hypo or hyper sensitive so that's like over or under experience okay so imagine being hypersensitive to certain sensory stimuli this is interesting though people with ADHD also experience sensitivity to noise light Touch number four hyperactivity hyperactivity is also a common sign of ADHD,7,0,1,1,overestimates_severity
B_RIDGE,173,3,4,youtube:000173,youtube,How to spot ADHD in women 💚 #adhd #adhdbrain #neurodivergent,how to spot ADHD and women in 25 seconds they will overthink everything that's because the hyperactivity is in their heads it's like five squirrels on speed barreling around up there and it never stops ever and this will cause a lot of anxiety which is why so many women were misdiagnosed with an anxiety disorder they will be great in a crisis but can become overwhelmed over something small they will overshare at Social Gatherings and then spend months thinking everyone thought they were too much and now hates them even their best friends they will have a messy room but know the exact location of everything when someone tells them a story they will reply with a similar story they're not trying to make it all about them it's their way of showing they understand they'll be very good at hiding their problems so people will think they're happy maintaining friendships is hard because object permanence makes it easy to forget people exist they will spend their life feeling like they are constantly just barely staying above water they'll wish they could go back in time put their arms around the younger version of themselves and reassure them that everything is going to be okay and that they're not broken just different,8,5,1,1,overestimates_severity
B_RIDGE,199,3,2,youtube:000199,youtube,Dr. Russell Barkley on ADHD Masking,the brighter people struggle with the disorder longer they're not beli nobody can think that they got as far as they did and have ADHD uh and therefore it's dismissed or trivialized or just go to Starbucks and get a coffee or get a good night sleep take a little omega-3 six oil you know just do something trivial none of which by the way works but the the issue here then is they will eventually crash uh it just takes longer for that crash to happen uh it might be College where we find that uh only about 10% of people with ADHD can complete a college program versus 40% of the population and it has nothing to do with Brilliance intelligence or knowledge it's the demands that college makes on Executive functioning and self-regulation are enormous and unless they um get special help at College they're usually out within one to two semesters they just can't handle the the demands,5,4,-1,1,underestimates_severity
B_RIDGE,203,1,2,youtube:000203,youtube,ADHD and Autism: Causes and Connection,ADHD and autism are neurodevelopmental disorders means that they start early in childhood and affect how your brain grows and functions examples of neurodevelopmental disorders include ADHD autism spectrum disorder or ASD intellectual developmental disorder and learning disorders it is common if you have one to have another one in fact there's a high prevalence of people with Autism Spectrum who also have ADHD the reverse is not as common for people with ADH D to also have ASD but people with ADHD can have features of autism spectrum without having the complete disorder both disorders are highly genetic meaning the genes from them are passed down through [Music] families,5,0,1,1,overestimates_severity
B_RIDGE,215,2,4,youtube:000215,youtube,How Aerobic Exercise Fixes ADHD Symptoms #ADHD #Exercise #BrainHealth,"If you have ADHD, while any movement is good, what if the type of exercise you choose could work even harder for your brain? As a health and rehabilitation psychologist, I'm going to show you the science of strategic movement and how it can fundamentally change the way you manage your ADHD. So, if you want to light up these key brain areas, what's the best way to do it? That's the question we're trying to answer. It's not about moving only. It's about moving with intention. So, let me say that one more time. It's not about just moving or any exercise, but it's about moving with intention. So, first up, let's talk about cognitively engaging exercises like racket sports. Studies have shown sports like tennis, badmington, or table tennis are incredibly powerful because they force you to track a ball. Okay, think about this. predict moves and coordinate your entire body in split second. So from a neurobiological standpoint, the more complex the movements, the more complex the synaptic connections your brain builds. These stronger, more efficient brain networks are then recruited to help you think and learn, improving your processing speed and focus long after your practice is over or the game is over. Next, we have classic aerobic activity. running, cycling, swimming provide an immediate boost in your ability to focus and manage impulses. Often times, some of these exercises need to be done for a longer period of time. So, this happens because aerobic activity reliably boosts dopamine and norepinephrine, particularly in the prefrontal cortex, which is your brain's hub for executive function. But it goes deeper. Exercise doesn't just give you more dopamine. It improves your brain's ability to use it by enhancing receptor sensitivity. I know that's a a lot of scientific terminology here. Let me break it down for a second. So, think of it like upgrading not just the keys, but the locks they fit into. So, the keys are the neurotransmitters like dopamine, norepinephrine, and the locks are basically the receptors on the cell. Okay? So when one neuron releases or increases the dopamine synthesis and secretion and dopamine travels to the next cell, it binds to those locks that we call receptor. So the sensitivity of the receptors get better. You're actively building a stronger, more resilient brain. Now I want to hear from you. What kind of movement or exercise has been a game changer for your ADHD? Share your experiences in the comments. Your story might just be the spark someone else needs to get started. And if you're into more science-based strategies for your ADHD, make sure to subscribe or follow us for more scientific based knowledge and interventions that may help your mental health as well as your physical health hopefully. Thanks guys.",5,2,2,2,overestimates_severity
B_RIDGE,244,1,3,youtube:000244,youtube,How I Treat ADHD Without Meds (As A Psychiatrist),"saw a 16-year-old kid and the family was referred to us for ADHD treatment. And they had tried a couple of supplements with like some success, but the kid didn't really believe in them. And so we did a whole evaluation, right? And so I definitely think that he has ADHD like for sure. Inattention symptoms, some hyperactivity, but also a lot of impulsivity, some of the substance use associated with that, and a lot of irritability outbursts too associated. And so um you know, what we came to realize was that a lot of his diet that he was eating was like cheeseburgers and fries and um diet sodas, right? Drinking a lot of not a lot of alcohol, but was drinking some alcohol, right? Smoking some MJ as well. And uh sleep-wise, I think he was getting maybe decent sleep like 7-8 hours, but not like the 9 or 10 that kids need. And",3,0,2,2,overestimates_severity
B_RIDGE,248,3,1,youtube:000248,youtube,What is HYPERACTIVE ADHD?,"One of the rarest forms of ADHD's hyperactive only ADHD. Most people have either hyperactive and inattentive ADHD, which is called combined or mixed ADHD, or they have inattentive only. Inattentive is what we think of when we typically think of ADHD. So, struggling with organizations, struggling to remember things, spacing out during conversations, stuff like that. But hyperactive ADHD is the other side of ADHD, where you're constantly moving, you constantly need to be doing something, you constantly have really impulsive decisions, you can't wait for other people to finish talking before you start talking. And people with hyperactive only have only those traits and none of the inattentive traits. So, they often don't get flagged for ADHD. Because they're not struggling to get stuff done, they're not really going to be procrastinating very often, they have clean rooms. But the difficulty comes from the fact that they are always on, always on the go, and they can never stop to rest or relax. With this subtype of ADHD, while you get a lot more done, you do tend to burn out very, very often and way more easily. If you have this subtype, comment your experiences down below.",9,4,-2,2,underestimates_severity
B_RIDGE,262,3,4,tiktok:000012,tiktok,video,"According to psychology, one of the hardest parts of having ADHD is this. When you really care about someone, your brain doesn't just notice them. It locks in on every single little detail. How fast they text back, their tone, if they used a period instead of an emoji today. Tiny shifts start feeling like breaking news. And the wild part is that you're not trying to be crazy. Your brain just turns connection into a full-time job. ADHD doesn't only mess with focus. It messes with emotional regulation. You don't just feel things, you feel the whole thing. So one dry text can have you replaying an entire week. Did I say too much? Did I seem off? Are they over it? You want connection more than anything, but the fear of losing it makes you study it like an exam that you're failing. It's your nervous system trying to protect you from being blindsided again, even when the love isn't actually leaving. And everyone needs to be sympathetic because behind every overthinker, there's someone who just wants to relax into being loved. If this is you, you're not broken. You care deeply and your wiring has the volume turned way up. Learn to notice when your brain is spiraling and don't punish yourself for it. Give people a chance to clarify instead of arguing with them in your head. And I want you to remember this, the right person won't make you beg for reassurance under any circumstances. ",6,4,1,1,overestimates_severity
B_RIDGE,272,3,4,tiktok:000022,tiktok,video,"Okay, so here's the deal. If you want to make a change in your child's ADHD, even the slightest dent, you must understand this non-negotiable fact. And that is that ADHD is not a behavior disorder. It is a neurological disorder. It is a disorder of physiology. It is a disorder of biology. Your child has ADHD. ADHD has differences in the brain. These differences in the brain are what cause the behaviors. And usually the behaviors are either because of an unmet need, often a skill that they're lacking, or it's because of difficulty with impulses. Often these behaviors are not your child's choice and they are not in their control. Just as if your child became blind, you would not ask them to try harder to see and then get upset with them when they weren't successful. We need to understand that ADHD is a difference in the brain. And when we understand those brain differences, then we know how rewards, punishment, and consequences work for our kids with ADHD. And I want to be clear that this is not using ADHD as an excuse. We're not putting our hands up in the air and saying we're excusing all of our kids' negative behavior. We're just going to understand it better so that we can handle it better.",5,3,1,1,overestimates_severity
B_RIDGE,280,4,3,tiktok:000030,tiktok,video,Things not to do if you have ADHD Part 2. Stay up late. Very bad for your ADHD. Not think ahead. Only honor the moment rather than all the moment. Caffeine. Short-term benefit. Long-term problem. And the one big thing not to do. Start fights with people.,2,2,-1,1,underestimates_severity
B_RIDGE,290,3,4,tiktok:000040,tiktok,video,"7 ways ADHD can affect your life from a licensed therapist. Number 7 constant distractions you start one task then something else grabs your attention and another and another before you know it you've got 12 mental tabs open and none of them are fully closed this makes getting anything done feel impossible. Number 6 craving stimulation ADHD makes boredom unbearable you're constantly seeking something new scrolling, snacking, jumping between activities but the more you chase stimulation the harder it gets to focus creating a never ending cycle. Number 5 forgetting important items or events you're always scrambling keys, appointments, deadlines it's not that you don't care but the ADHD brain struggles to keep track others might see it as rude but it's not intentional. Number 4 disorganization everywhere, your desk, your room, even your schedule it all feels like chaos the ADHD brain jumps from task to task leaving things unfinished this mess creates overwhelm and that overwhelm makes organizing even harder. Number 3 suppressing your fidgeting imagine sitting in a meeting fighting the urge to move or tap your fingers you don't want to seem rude so you hold it in but the harder you try to stay still the more uncomfortable it feels. Number 2 a short attention span long form content like movies, homework or work projects can feel unbearable even tasks you want to focus on feel like a running mental marathon. Number 1 impulsive decisions ADHD makes the present feel urgent you act on what feels good now without considering long term consequences it feels right in the moment but those choices can leave you frustrated later you ",7,4,1,1,overestimates_severity
B_RIDGE,302,4,1,tiktok:000052,tiktok,video,ADHD and RSD. This one's personal to me. Because one thing people don't realise is. We're already fucking hard enough on ourselves. Before you made that comment. We probably already noticed the thing you pointed out. Before you decided to criticise us. We probably criticised ourselves ten fucking times worse. That one little comment comes along. And while you forget about it five minutes later. We still replay it three days later. Picking it apart. Wondering if everyone else thinks the same. And we convince ourselves. Maybe we're just not fucking good enough. That's what RSD can feel like. It's not that we can't take criticism. Sometimes your comment just joins a conversation. Our brain was already fucking having. And trust me. We can be crueler to ourselves. Than you could ever be.,2,2,-3,3,underestimates_severity
B_RIDGE,312,4,3,tiktok:000062,tiktok,video,"Women with undiagnosed or untreated ADHD die on average 9 years younger than a neurotypical woman and for a man it's around 7 years. How absolutely bonkers is that? And this is why when people go, oh it's just being a bit too sensitive, we're diagnosing everyone, we're making a big fuss basically about this thing. No, people die. And this is the thing that people don't talk about enough and I think we get so sucked into the conversation about attention and things and attention deficit. People die because they're not diagnosed and treated properly and this is something we need to wake up to. This article is a legit article from the British Medical Journal and it is showing the issue that we face. We have to change this. I can see that. I look at my life and how I was living, I would have ended up dead way younger. I was worried about dying at 40. ADHD is a real thing. It really is important and we need to diagnose people at a young age as children and give them the help they need to live a very different life and live a lot longer than they otherwise would.",4,4,-1,1,underestimates_severity
B_RIDGE,322,4,3,tiktok:000072,tiktok,video,"If you ask most people with ADHD, what's the worst symptom they experience, it's usually not the impulsivity. It's usually rejection sensitivity dysphoria. Everyone gets sensitive. People go, oh, everyone's sensitive, Alex. Absolutely right. But in rejection sensitivity dysphoria, the effect of that rejection is crippling to your life to the point where you cannot function. It derails not only your day, but often your week and prevents you from living your life. So, you know, a good way of looking is that positive compliment from someone will feel neutral. A neutral compliment or neutral interaction with someone will feel negative. And a negative bit of feedback will feel completely crippling. Why does that happen? Part of it is because of the emotional dysregulation you have in ADHD at its core. It's a dysregulation disorder. So the executive functioning of the brain is disinhibited. It's poor. And so the ability to manage those emotions in a normal range is very difficult. The average five-year-old who's ADHD has 20,000 more negative interactions or comments or experiences because they have ADHD than someone who's neurotypical. So a child growing up very quickly learns that they're the naughty kid, lazy, frustration. Why can't you be like your sister? Why do you be like this? Why are you like this? And they learn that they are someone that is a problem. And therefore you see the world and constantly interact with the world as if you are really a problem.",6,6,-1,1,underestimates_severity
B_RIDGE,325,4,1,tiktok:000075,tiktok,video,"Eight signs of ADHD in women that no one ever talks about. So let's talk about them. You have an intense fear of letting others down or saying no. No matter what you do, you don't feel good enough. You struggle to verbalize your own feelings and opinions. Sometimes you overshare or put your foot in your mouth. You feel misunderstood, but you long for connection. You got good grades in school, but you don't remember anything you learned. You feel like you may have missed out on your passion and calling because so much of your energy has been hiding your struggles. You have so many dreams and possibilities, but you don't know where to start. You're not crazy. You're not too much. You're not a hot mess. You're not a drama queen. And you're not alone.",8,8,-3,3,underestimates_severity
B_RIDGE,349,3,4,tiktok:000099,tiktok,video,"If you can learn how to structure your life ADHD can be such a superpower. Okay. Now, the big problem with it is, you know, folks that have ADHD, you got to have structure. You've got to have structure, man, or you're in for a whirlwind. And I know that, you know, firsthand. The problem though is it's, it's, you've got to design your system. So it's consistent. So you can do it consistently, consistently. And how do you do that? It's got to be simple. Okay. Here's three simple things, simple things that I've learned that I firmly believe can make my ADHD a superpower. Number one, so critical, so critical. You got to wake up early. If you got kids, you're married and time's already tough. You got to get up early. I am such a different human. I operate at a different level when I wake up early and I have my morning routine. Okay. Now the problem is my morning routine used to be so complex. There was this list of like 10 things, right? But now it's, it's super simple. Okay. I do some type of faith work, right? Simple. Simple. And I plan out my day and I go for a walk. That is it. That, that is the three things. All right. And so get up early. You got to do it. The number two, most important one is you got to plan out your day. You got to have a plan every day. Super simple though. You can't have some complex, like whatever. It's got to be super simple. Dopamine hits, top three things that you need to do. Execution block. List out what time are you going to do it at? A non-negotiable for personal. I'm going to read X amount of pages for my book. Professional. I'm going to try to schedule a meeting with a mentor. Brain dump. Any random thoughts. That's it. That is it. Rinse and repeat. And the last one is you've got to get up and move throughout the day, right? If you sit and work on a computer a lot, if you're focused, doing a lot of focused work, you've got to make sure you give yourself time away. While it may seem odd, it's, dude, if I can do a 30 minute sprint and then get up, I'll go outside and just hit some golf balls for 10 or 15 minutes. What I'm trying to prevent, I'm trying to get ahead of my brain saying, okay, enough with this. Let's go. And it's burned out, right? But if I can do focused work and then typically around 30 minutes or so, I find that I'm starting to like trip out a little bit, I will get up and get moving outside when it's nice out, right? Get moving, get some sun on you. It's beautiful. Those three things, simple things. When I can maintain that, I firmly believe those with ADHD, it's like you, you can be untouchable, you know, but you've got to have something, you've got to have a structure that is simple because you've got to be consistent with it. Because if you're not consistent, it just falls apart and you've got ADHD and you're spinning around how you're failing, you can't do it all, whatever. Get your life in order.",2,1,1,1,overestimates_severity
B_RIDGE,358,4,1,tiktok:000108,tiktok,video,"How to sport or dhd in women in 60 seconds. They will describe themselves as an introverted extrovert. They will crave social interaction but also have difficulty connecting with others. They will become restless and seek out stimulation, for example shopping trips or social events, but they also get overstimulated easily so they'll cut short that trip. They'll leave early, often not even having the mental energy to say goodbye. They will have intense lifelong special interests but also hyper fixate on a new hobby every month. They will prefer to live and work in a clean environment but also struggle to keep that environment clean. The many internal contradictions and tugs of war they experience is exhausting and will lead them in a constant cycle of burnout. And because of this cycle people will label them as having extreme mood swings or being like Dr Jekyll and Mr Hyde. Their behaviour might appear contradictory to people around them. For example, they might listen to music in their headphones really loud but also really dislike loud music in restaurants. They wish that the people who think they're confusing would understand it's not the volume of the music that's annoying, it's the fact they're not in control of the volume.",7,7,-3,3,underestimates_severity
B_RIDGE,364,4,1,tiktok:000114,tiktok,video,"Did you know that for many people with ADHD, the brain does not fully develop until the age of 35. Dr. Russell Barkley, who is a recognized ADHD expert, has a concept called the 30% rule. The 30% rule suggests that people with ADHD are delayed by about 30% in their emotional development compared to their non-ADHD peers. This might look like having trouble relating to people your own age, fitting in, or having a stable relationship. If you think about an adult with ADHD who's 40 years old, the 30% rule would suggest that in certain areas, they might function more like a 28-year-old. This concept is not universally accepted, but when I think about it relative to my own life, my own emotional maturity, it makes so much sense. It just helps me to understand even more some of the struggles that I've experienced throughout my life. In so many aspects of my life, I've always felt behind my peers. I've always had friends that were much younger. I've dated much younger people. I don't know about you, but when I learned about this, it just was such a revelation. What do you think? Do you relate to the 30% rule? Let me know in the comments. I'm going to tell you, let me know in the comments.",4,4,-3,3,underestimates_severity
