condition,row_index,true_label,prediction,title,transcript,total_claims,false_claims,signed_error,absolute_error,error_direction
C_RIDGE,142,1,3,Adderall vs. Meth: The Truth About ADHD Medication,"That is so nuts that people take meth. Why would you do that? And yet, what percentage of kids today are on aderall, >> which is the exact same thing, just a slow release, a delayed release meth? >> Absolutely wrong. It is not the exact same thing. Meth and Aderall are not the exact same thing. So, let's break this down. Although stimulants like aderall and vience and the street drug methamphetamine share some chemical similarities, the compounds are not the same. Okay. Prescription ADHD medications are carefully formulated, FDA approved, and taken in controlled doses to treat specific neurological symptoms. In contrast, meth is often illicitly manufactured, far more potent, rapidly absorbed by the brain, and highly addictive.",4,0,2,2,overestimates_severity
C_RIDGE,149,1,2,Elimination Diets for ADHD Treatment,"I've heard a lot about elimination diets, [music] removing things like artificial dyes, preservatives, sweeteners, and certain foods. Can you tell me if there's any evidence about using [music] these for children with ADHD? >> There are a lot of elimination diets for ADHD, the fine gold diet being one example, but some are even more restrictive. [music] Research shows that only a small subset of children with ADHD experience [music] improvement on these diets. But if hyperactivity and inattention are improved in [music] 10% of kids when you remove dyes, why not just try it? >> You might, but consider the downsides. Restrictive diets can increase stress around food, worsen picky eating, or lead to nutritional deficiencies if not properly supervised. They can also be difficult to maintain and socially isolating for children. So, what I'm hearing is elimination diets are not a replacement for proven ADHD treatments like behavioral therapies or medication, but in select cases, they may be considered under the guidance of a healthcare provider. >> Yes, ADHD care works best when it's individualized and discussed with all members of your child's treatment team. If you think this information might be helpful for your child, please discuss with your provider before starting an elimination diet.",4,0,1,1,overestimates_severity
C_RIDGE,160,1,4,What’s the deal with ADHD and skin picking? | Experts Answer,"What's the deal with ADHD and skin picking? Well, skin picking, along with nail biting, nose picking, cheek biting, hair pulling, are collectively known as the body focused repetitive behaviors, or BFRBs. It's a mouthful. Having ADHD absolutely places someone at higher risk for BFRBs. Now, it's not really a surprise as to why. BFRBs are associated with individuals who seek those behaviors to achieve self-soothing, grounding. Sometimes people engage in those behaviors mindlessly, as almost a fidget, whether they're playing with their hair, and then it might result in pulling their hair, or picking at their cuticles, or biting their nails, all of which affect people with ADHD. Studies have also shown that these behaviors can create a dopamine response in the brain, and we know how the ADHD brain craves that dopamine. There are many successful strategies and mindful strategies that can help people with these conditions, so that they don't have to get in your way.",5,1,3,3,overestimates_severity
C_RIDGE,178,1,2,What are some signs of ADHD |Psychiatrist in Cardiff | Dr. Raman Sakhuja,so here is my brain and I have had an injury to this brain either through trauma or some other reasons whether it is surgery or any other cause and now I am having difficulties with in attention not able to concentrate or Focus have forgetfulness memory issues what could that be is it primarily an ADHD no that is actually what we call as secondary ADHD after having an injury to the brain for whatever cause,2,0,1,1,overestimates_severity
C_RIDGE,205,3,1,3 Common But NOT Normal Symptoms: ADHD,"Three common symptoms that are not normal in ADHD. Number one is waking up between two to 3:00 a.m. This is something that I commonly see in many ADHD patients and is usually attributed to dysregulations in cortisol and or blood sugar. Number two is GI issues like upset stomach, constipation, diarrhea, or bloating. This can be the consequence of multiple factors, but one of the most common ones is the anxiety that typically goes along with ADHD, which can disrupt gut function. And number three is missing meals followed up by binge eating. This is something that's very common in those with ADHD and can have a negative impact on blood sugar and cortisol like I mentioned in point one and also in gut health issues like I mentioned in point two. Have you experienced these issues? Let me know in the comments.",4,3,-2,2,underestimates_severity
C_RIDGE,219,3,1,weird and specific adhd audhd symptoms #adhd #audhd #adhdsymptoms #adhdinwomen #adhdinadults,"You're going to find this creepy and uncomfortable, but here are some eerily specific things that are true about you if you have ADHD or ah DHD. You know that it's not really normal to have to have some sort of noise to fall asleep, like music playing, white noise, the TV on. But I'm guessing your nighttime routine consists of needing some sort of noise like this. And watching all the shapes behind your eyelids move around and do stuff, which by the way, many people actually don't see, but you do. Speaking of sleep, you sleep like this. You also enjoy sleeping with your hand on your face sometimes, or your hands otherwise secured in other weird places, like in your pockets if you have them. You feel a certain type of panicked rage at the way your clothes feel often. The two things that trigger you like no other are decisions and waiting. Often flood your sinks. And decisions, why does anyone ask us to make them? I bet you somewhere in your house, probably in your vicinity, your cabinets or drawers are open. You're in a lot of credit card debt from all your impulsive purchases. One of the main things you buy are new clothes, but you often never wear them because again, sensory issues. We like to resort to the same things that we know feel good.",8,4,-2,2,underestimates_severity
C_RIDGE,224,2,1,Double Trouble: Untreated ADHD Symptoms and their Effect on Depression #adhd #psychnp #psychiatry,in individuals with both depression and ADHD untreated ADHD symptoms May a exacerbate depressive symptoms B mask the severity of depression C increase the risk of substance abuse or D all of the above answer d,3,1,-1,1,underestimates_severity
C_RIDGE,229,2,1,POV: How hormones affect ADHD symptoms,"Ever wonder why your ADHD symptoms change throughout the month? It could be your hormones. When estrogen's up, dopamine's up. Suddenly, I am the queen of productivity. Thank you. Hyperfocus. Confidence level 100 to zero real quick. Why am I suddenly overthinking every single thing? When estrogen crashes, I guess my brain does, too. Progesterone's high, and so is the urge to procrastinate. Everything feels harder to get done. Shout out to my hormones for constantly switching up my ADHD symptoms and making my emotions heightened even more.",5,2,-1,1,underestimates_severity
C_RIDGE,233,1,4,Recognising ADHD Symptoms #adhd #adhdsigns,think you might have ADHD let's speed through the symptoms in 40 seconds in attention you're easily distracted forgetful and have trouble following instructions your life total disorganized chaos hyperactivity you're always on the Move talking non-stop making impulsive decisions and fidgeting like there's no tomorrow impulsivity you're the conversation interruptor the Act without thinker and patience what's that if you're nodding along think that's so me remember only a professional can diagnose ADHD but hey at least now you know what to look out for and if you don't have ADHD congrats on making it through this rapid fire video without getting distracted if this sounds like you you're not alone ADHD is manageable talk to a pro,3,0,3,3,overestimates_severity
C_RIDGE,236,3,1,Does my Child have ADHD? | Child ADHD Test,ladhd test ADHD in children is a neurodevelopmental disorder characterized by difficulties with attention hyperactivity and impulsivity which can affect their daily functioning and behavior answer these five simple questions to find out if your child may have ADHD does your child often have difficulty paying attention to details and making careless mistakes does your child frequently have trouble staying focused on tasks does your child frequently seem forgetful or easily distracted does your child frequently display excessive levels of energy does your child often struggle with following instructions organizing tasks or completing assignments if you answered yes to three or more questions your child may have ADHD get comprehensive child ADHD test available in the comments section,2,1,-2,2,underestimates_severity
C_RIDGE,241,2,1,Autistic/ADHD Burnout Signs #autism #adhd,"A common consequence for late diagnosed autistic and ADHD people is neurode divergent burnout. This is when the demands of life and the lack of support catch up with our body and our brains. However, it's possible to be in burnout and not necessarily realize you're in burnout. You might think that you are experiencing, say, depression or a physical illness. So, I'm going to share some of the common signs of autistic and ADHD burnout so that if you notice any of those signs, you know kind of what direction to look in for support. Constant exhaustion even after you've rested. Headaches. Body aches. Increased sensory sensitivities which might make us feel like we can't leave the house without becoming overwhelmed. Brain fog. Forgetfulness. Losing your words mid-sentence. Finding tasks that you could previously easily do. Impossible. Anxiety. Irritability. Even less tolerance for change. Withdrawing from social contact or no longer finding the things that used to give you joy enjoyable. More frequent meltdowns. More frequent shutdowns. more frequent sensory overloads. Burnout isn't a personal failure. It's a sign that the load has been too heavy for too long. And also, when you're in burnout, it can feel like maybe you're just permanently going to be like this. So, don't panic. You can recover from it and you can build a life that works for you and is less likely to lead to burnout.",4,1,-1,1,underestimates_severity
C_COMPLEMENT_NB,3,2,1,7 signs you might have ADHD with @TheFitnessMarshall #adhd #adhdtiktok #fitnessmarshall,hey everybody today we're going to talk about the seven signs you might have ADHD and I've invited my good friend the Fitness Marshall along to share some of his tips now the first impulsivity and the second is poor time management skills can't do it can't do it it's hard to manage hard to keep things in line hard to do things even in order sometimes order we don't know her three we can be seen as selfish because we're really just trying to stay interested it's not you it's us your brain's trying to get that dopamine that sweet sweet dopamine I need a hit sign number four is our executive functioning can suffer meaning it's hard for us to juggle a lot of things sign number five is difficulty motivating you have to do it it's just the way your brain's wired motivation sign number six is that we struggle to put things away where they belong usually we'll actually get them in the proximity but not where they belong in sign number seven as we drive fast everywhere we go gotta get there but also we're late for dinner so like I have a recent dry fast that's true we gotta go bye bye,7,2,-1,1,underestimates_severity
C_COMPLEMENT_NB,7,2,1,Signs of ADHD You Didn’t Realise #subtle,here are signs other than attention difficulties that you could have ADHD you're always late and that's because it's quite characteristic for people with ADHD to only start getting ready when there's that voice in their head screaming at them to actually do so it may not be hugely late either it could just be 5 or 10 minutes but there's a chronic pattern emerging of this is happening time and time again just always feeling like you're one step behind you also put things off so when there's a new task you actually wait until day 29 or 30 to get it done rather than doing it in the first week you're also generally disorganized and one way to tell this is if you look at the inside of your bag or your drawers and you see that it just is a bomb site in there then that could be a sign now quite frequently you don't see any of those things as an issue and they're just part of your personality quirks and you need someone to get angry at you for it for you to take action to try and relieve those things and when you do that is,4,1,-1,1,underestimates_severity
C_COMPLEMENT_NB,26,1,2,How to Diagnose ADHD,"[music] Finally, a scan that can detect ADHD. No, that's not a thing. Let's talk about why. Hi, I'm Dr. Mona. I make sense of all things child development, parenting, and health. So, if you're not already following, click that follow button. Now, I get it. When you're concerned about your child's development, or behavior, the idea of one quick test that gives you answers sounds amazing. But ADHD isn't something a machine can pick up. If there were, mainstream medicine would have incorporated it into practice. And especially as a DO or osteopathic physician, I'm always curious about the mind body connection. But ADHD is a neurodedevelopmental condition, not stress stuck in the nervous system. The brain is wired a little differently, especially in the areas that control attention, activity level, and impulse control. And here's something every parent should know. Most experts don't diagnose ADHD before age four. And that child in the video definitely looks under four. Why? Because toddlers are still developing. It's neurotypical at 2 or 3 years old to be distractable, impulsive, and full of energy. That's development, not ADHD. So, when you see someone offering a neurological insight scan to find the real cause of ADHD behaviors, here's what that really is. These scans measure things like muscle tension, skin temperature, and heart rate patterns. None of that can tell you anything about ADHD, attention, or brain wiring. They look fancy and medical, but they don't diagnose anything. And if your active child is running around, which many are, it can pick up stress that is typical for an active kid. Think of them as a stress snapshot, not a map of your child's wiring or their brain. And worse, they're often marketed to worried parents. Parents who just want answers when no legitimate medical organization recognizes these scans as diagnostic for anything. Here's what we actually know about ADHD. ADHD often runs in families. It shows up in more than one setting, at home, school, or social situations. Diagnosis is based on history and patterns and not machines or marketing. So, when you see a colorful scan claiming to find the root cause of ADHD, take it as a red flag. What your child needs isn't a gimmick. It's understanding, patience, and an evaluation by people who actually study child development. ADHD isn't about broken wiring. It's about different wiring. And when kids get the right support, they can thrive.",9,0,1,1,overestimates_severity
C_COMPLEMENT_NB,46,2,3,"ADHD isn’t a Superpower, it’s a real struggle.",this may be controversial but I'm going to say it anyway I really don't like when people say ADHD is a superpower I get it they probably have good intentions they're trying to highlight creativity high energy or thinking outside the box but let's be real having ADHD is a very serious struggle for many people it's debilitating someone with ADHD might start dozens of projects and not finish a single one because the excitement of starting is exhilarating but the follow through feels unbearable they struggle to focus when it matters most leading to missed deadlines forgotten appointments and constant frustration ADHD can make it harder to keep jobs maintain relationships or even do basic daily tasks impulsivity can lead to Reckless spending risky decisions and higher rates of car accidents the emotional toll overwhelm burnout and feeling like no matter how hard they drive they're always falling behind and when a neurotypical person calls it a superpower itat creates a false expectation it makes people with ADHD feel like if they're struggling it's their fault like they just aren't using their powers correctly that's not how it works yes some people learn to work with ADHD but that doesn't erase the daily struggles it's not some hidden gift waiting to be unlocked it's a real challenge that requires real support saying otherwise doesn't help it just makes people blame themselves for something that was never their fault,7,2,1,1,overestimates_severity
C_COMPLEMENT_NB,58,3,2,Fake ADHD versus real ADHD #adhd #adhdbrain #adhdselfimprovement,"Let's talk about fake ADHD because what most people call fake is actually misunderstood ADHD. I'm Saskia, licensed therapist, ADHD mentor, here to help you heal and understand yourself. ADHD doesn't look the same in everyone. Surprise, surprise. Some people are the classic can't sit still, blurting things out type. Others are quiet, anxious, perfectionistic, masking so hard they look functional on the outside, but they're falling apart on the inside. People think it's fake because they only recognize one version of ADHD. Usually the hyper little boy stereotype, but ADHD in adults, trauma survivors, often hides behind burnout, forgetfulness, emotional overwhelm, and executive dysfunction. So, no, it's not about people faking ADHD for attention or medication. It's about an entire culture finally noticing how ADHD can look different, especially in people who were missed, dismissed, or misdiagnosed for years. Validation isn't overdiagnosing, it's catching up.",4,3,-1,1,underestimates_severity
C_COMPLEMENT_NB,61,1,2,The REAL Reason Generic ADHD Strategies May Not Work For You,"Hey there. Treatment for ADHD is not one sizefits-all. That's why it can often be very frustrating when you see videos and articles and whatever else you see and you get quick tips and you think, ""Oh, I've tried this. It doesn't work."" Or, ""Oh, that's not never going to work. That person has no idea what they're talking about."" I imagine if you've you have ADHD and you've spent a lot of time trying to do different things and have gotten frustrated and felt like nothing's working, those thoughts might have popped into your head. But but here's the thing. One size does not fit all with how you approach it. It's and it's not just about the strategies. The strategies often help a lot and are a big part of it, but it's also about finding the ones that are the right fit for you and also often times when needed working with someone to actually help you to implement them and just to learn a different process to be able to approach it. So next time you're getting frustrated thinking nothing works, you know, I can't do this. Why should I even try or why should I listen to anyone that has all these strategies? Take a step back and really think about what can I do differently? The mindset itself can really help you to keep pushing forward in a positive way. But also, if something's not working, if you keep doing the same thing over and over again, it's not you're probably not going to get better. But if you take a step back, really evaluate what could work, what what could I try doing, how could I approach it differently, and not have it be just about the strategy, but about the approach of actually how you implement the strategy, that can sometimes make a big difference. So, I hope this is helpful in getting you think a little bit more about an individualized approach to ADHD treatment. [Music]",4,0,1,1,overestimates_severity
C_COMPLEMENT_NB,70,4,3,ADHD Isn’t a Disease — It’s a Childhood Adaptation | Gabor Maté Explains,"I can tell you about my own ADHD. And this is where we go back to childhood again. My mother didn't abuse me. She did her best to look after me, but she was stressed, depressed, terrorized, grief-stricken. I'm picking that up as a sensitive infant. Can I fight back, change the situation, or escape? No, none of those. What can I do? Nothing I can do. My brain will tune out as a way of dealing with the stress. So that tuning out, that absent-mindedness, that desire to scatter your attention all over the place, that's not a disease. They say it's an inherited disease. The hell it is. It begins as a coping mechanism which then gets programmed into the brain. And as a lot of these early coping mechanisms function, they help you in the short term, create problems in the long term. And ADD is one of these examples.",3,3,-1,1,underestimates_severity
C_COMPLEMENT_NB,76,1,3,ADD vs ADHD: What's the Real Difference?,"ADD vs ADHD: What's the Real Difference? #shorts I get this a lot. Um, and would you mind kind of clarifying for us what the differences are and whether or not that difference is uh meaningful? >> Yeah, so ADD stands for attention deficit disorder, and that's just kind of a general umbrella term. ADHD is attention deficit hyperactivity disorder, and so uh there's not a huge difference in in my mind. That's why I tend to use them kind of interchangeably because even when we look at uh the diagnosis and we we diagnose according to the ICD-10 and the DSM, uh there's actually subtypes. So, even though they say ADHD, the subtype would be predominantly uh inattentive, for example, rather than um hyperactive or um yeah. >> So, if it's So, if it's ADHD predominantly inattentive, that is synonymous with ADD, is what you're saying.",5,0,2,2,overestimates_severity
C_COMPLEMENT_NB,82,4,3,What 70% of ADHD Diagnoses Get Wrong,"The majority of people—truly, around 70%—who come in with an ADHD diagnosis, or who are self-proclaimed ADHD, do not have a neurological ADHD pattern at all. In our world, we look at something called a theta-beta ratio: how much theta production there is relative to beta. Most people think they have ADHD because they are hyperactive, cannot sit still, are easily bored, and so on. A true ADHD person is actually swimming in their own theta. They are in a slower, calmer, more creative, more relaxed state. You cannot be slow, tired, and lethargic during the day, so the brain constantly tries to put itself into an alert state. It produces all this little beta, but it is not sustainable. That is the classic pattern, which most people honestly do not have. Usually, they have a very fast processing speed and a lot of high beta, so it is hard to sit still, but it is a completely different pattern.",5,5,-1,1,underestimates_severity
C_COMPLEMENT_NB,86,4,2,ADHD Sensitivity Isn’t Fragile—It’s Real,"Sensitivity does not mean broken; it means attuned. It means your nervous system is working overtime to keep you safe in a world that has often been harsh and invalidating. ADHD brains do not just take in more; they hold on to it longer. Having “sticky brains” with ADHD means we ruminate more, remember what others forget, and replay conversations in our heads—not because we are fragile, but because our brains are still processing.",3,3,-2,2,underestimates_severity
C_COMPLEMENT_NB,88,3,2,Your Child's ADHD Symptoms Might Be Starting in The Gut,"When we talk about gut health, we are not just talking about digesting food. We are talking about everything: the immune system, nervous system, gut-brain connection, hormones, detoxification, mood, behaviour, focus—all of it. The gut is not just processing food; it constantly communicates with the brain. When something is wrong in the gut, the brain feels it strongly. If you look only at the brain, behaviour, or top-level ADHD symptoms, you are looking at the last step of the problem.",4,2,-1,1,underestimates_severity
C_COMPLEMENT_NB,97,2,3,Improve ADHD WITHOUT Meds!,I'm a medical doctor and I'm going to show you how to improve ADHD without medications now is it possible to improve ADHD without medications absolutely of course a lot of the symptoms that you're experiencing from ADHD are probably stemming from your diet and all the garbage that you're eating if your diet consists of ton of processed foods added sugars preservatives then you need to cut those out first because obviously that is causing too much stimulation for you and your body needs to tone it down you may have brain fog constantly feeling tired this can all be the result of your lifestyle and just simply what you're putting in your body what if you switched it up into something more nutritious and beneficial and you need to individualized nutrition plan to start the foundation to creating these profound changes is creating a nutritional plan and a lifestyle modification that will be sustainable and help you with your symptoms,5,2,1,1,overestimates_severity
C_COMPLEMENT_NB,100,4,3,How To Cure Attention Deficit Disorder (ADHD) | Gary Brecka,the truth is ADHD is not even an attention deficit disorder at all it's an attention overload disorder kids and adults that have this condition of attention deficit or attention deficit hyperactivity disorder they don't have a problem paying attention they have a problem paying attention to too many things and then what the modern medicine wants to do is give you an amphetamine to speed up rce the central nervous system to match the pace of the Mind instead of putting just amino acids into the bloodstream that allow the mind to naturally quiet itself yeah,3,3,-1,1,underestimates_severity
C_COMPLEMENT_NB,107,1,2,Episode 53: ADHD #keepgoing #adhd #adhdawareness #adhdfamily #unconditionyourselfwithnamitathapar,व्हाट इज़ एएचटी एंड व्हाट आर द सिम्टम्स द फर्स्ट कंपोनेंट इज हाइपरएक्टिविटी दे कां सिट इन वन प्लेस वांट टू टच एवरीथिंग व्हाट्स द डिफरेंस बिटवीन एडी एचडी एंड एडीडी इफ इटस अटेंशन डिफिसिट डिसऑर्डर सो इट्स जस्ट द अटेंशन पार्ट इफ इट्स अटेंशन हाइपरएक्टिव डेफिसिट डिसऑर्डर देन यू हैव द होल थिंग इज दिस समथिंग दैट लाइफ लॉन्ग बिकॉज़ वी सी अ लॉट ऑफ़ अडल्ट इट्स देयर मेनी ऑफ अस आल्सो हैव ओ रियली वी ऑल हैव देम अराउंड 10 वन आउट ऑफ़ 10 किड्स लार्ट एटली लेट्स टॉक अबाउट द डायग्नोसिस देयर इज नो एमआरआई देर इज नो सीटी न एक्स देस न विच यू ड इज अ स्कैन विच इज डायग्नोस्टिक ऑफ़ एए व्हाट इज अ ट्रीटमेंट सो एएचडी इज नॉट समथि दैट लीव्स यू इट्स विथ यू फॉर लाइफ,5,1,1,1,overestimates_severity
C_COMPLEMENT_NB,114,1,2,Adult ADHD: How Can It Impact Your Day-To-Day Life? Dr. Samir Parikh Explains #shorts,अडल्ट एएचडी एस्पेशली हाउ डज इट इंपेयर द नेचर ऑफ़ योर लाइफ सो इट विल अफेक्ट द क्वालिटी ऑफ़ योर वर्क फॉर श्योर यू विल बी परफॉर्मिंग बिलो पार और बिलो योर एबिलिटी यू विल आल्सो टेक अ लॉट मोर टाइम एंड एनर्जी टू बी एबल टू फंक्शन एट द लेवल व्हिच इज़ एंड एक्सपेक्टेड एज कंपेयर्ड टू अदर्स यू मे स्ट्रगल इन योर रिलेशनशिप्स बिकॉज़ ऑफ़ डीएसटी एज वेल व्हाई द अटेंशन डेफिसिट कंपोनेंट अफेक्टिंग योर कम्युनिकेशन एट टाइम्स द हाइपरएक्टिव इंपल्सिव कंपोनेंट ब्रिंगिंग आउट मोर आउटपुट फ एंड यू आर ऑलवेज सो अंडर प्रेशर एंड ड्रीम बिकॉज द बेसिक एस्पेक्ट्स ऑफ लाइफ दैट यू नीड टू बी डूइंग एंड यू आर डूइंग आर टेकिंग सो मच आउट ऑफ यू फिजिकली एंड मेंटली टायरिंग यस इट इज इट इज टायरिंग एंड ट्स द अनसीन मोस्ट पीपल हु हैव अ मेंटल एलिमेंट यू डोंट सी इट सो यू जस्ट एंड अप गिविंग देम ज्ञान दैट गो रन गो जॉग गो डू दिस डू दैट इट्स नॉट्ट ट्स अ प्रॉब्लम,4,0,1,1,overestimates_severity
C_COMPLEMENT_NB,120,1,3,Combating procrastination for people with ADHD,if you've got ADHD your internal clock is going to be impaired but your sensory sensitivity is going to be higher so we're going to have to rely on external trackers of time to help us out calendars reminders I use alarms all the time like even when I'm like procrastinating I'll use an alarm so I have a 20- minute timer set on my phone that's my procrastination timer if I want to play like you know a video game for 20 more minutes like I'm let's say I'm playing Elder ring so I'll literally what I'll do is like I'll set a 20-minute timer and I'll be like okay I should start working now but I'm going to set a 20-minute timer and then 20 minutes rolls around I'm like okay like that's enough like I cuz really think about it when you're like procrastinating you don't want to start work but when you really look back there's been my experience when you look back at the 20 minutes that you wasted you're like was this really worth it to waste this time and the answer is always no the problem is that you don't have that step because you don't have that external anchor that's pulling you in and like actually helping you realize what the hell you're doing so we want to create an external scaffold of reminders timers calendars Etc,3,0,2,2,overestimates_severity
C_COMPLEMENT_NB,136,3,1,Links between ADHD and pain #ChronicPain #Pain #ADHD #ADHDAwareness,"I don't know if like many people would immediately see a strong link between ADHD and pain, but actually we know that people with ADHD are much more likely to experience pain. There's some kind of biological elements to it. So, one possible explanation is that people with ADHD and people with chronic pain both have higher levels of inflammation within the nervous system. So, that might be a common factor between the two. And your nervous system is the thing that kind of regulates pain. Yeah, exactly. In ADHD, the brain is kind of telling the muscles to maintain a kind of persistently high muscle tone, which means that the muscles get kind of fatigued and uh uncomfortable and and painful. And actually, some people have proposed that this might partly explain the physical restlessness of ADHD. Essentially, people are feeling ready to go all the time. There's also kind of psychological components to it as well because how we experience pain is very much related to attention. And for people with ADHD, they might have more difficulties with disengaging their attention from pain. There's also evidence actually that people with ADHD have greater pain sensitivity. So they're actually feeling the pain to a greater extent. Why is that? We don't really know. It might be to do with the with the attention. Like it might be more difficult to disengage your attention from the pain. So you're experiencing it like your subjective experience of it is greater. It might be to do with greater sensitivity to do with the inflammation that we're talking about. I think all of these things are kind of like connected and kind of all play a role.",5,3,-2,2,underestimates_severity
C_COMPLEMENT_NB,138,1,2,5 ADHD Hacks for Teens That Actually Work | Executive Function Tips I ADHD Kids and Parenting,"Whether you have ADHD or struggle with executive functioning, we all know that just focus isn't a real plan. Here are five hacks that actually work. Hack one, the one song clean. I tell myself to clean for just one song. That's it. Once I start, I usually keep going, but if not, one song is still progress. Hack two, use a visual timer. If I can't see time, I forget it exists. I use a timer so I don't drift into the void. Hack three, alarms with labels. My phone alarms have names like start homework or leave in 10. Hack four, brain dump first. Before I start anything, I do a brain dump. Just a scribble of all my thoughts onto a journal. It clears the mental clutter. Hack five, the next smallest step. Instead of write the whole essay, I just ask what's the next tiniest step, like open my laptop. These don't fix everything, but they help my brain work with me instead of against me.",5,0,1,1,overestimates_severity
C_COMPLEMENT_NB,142,1,3,Adderall vs. Meth: The Truth About ADHD Medication,"That is so nuts that people take meth. Why would you do that? And yet, what percentage of kids today are on aderall, >> which is the exact same thing, just a slow release, a delayed release meth? >> Absolutely wrong. It is not the exact same thing. Meth and Aderall are not the exact same thing. So, let's break this down. Although stimulants like aderall and vience and the street drug methamphetamine share some chemical similarities, the compounds are not the same. Okay. Prescription ADHD medications are carefully formulated, FDA approved, and taken in controlled doses to treat specific neurological symptoms. In contrast, meth is often illicitly manufactured, far more potent, rapidly absorbed by the brain, and highly addictive.",4,0,2,2,overestimates_severity
C_COMPLEMENT_NB,149,1,2,Elimination Diets for ADHD Treatment,"I've heard a lot about elimination diets, [music] removing things like artificial dyes, preservatives, sweeteners, and certain foods. Can you tell me if there's any evidence about using [music] these for children with ADHD? >> There are a lot of elimination diets for ADHD, the fine gold diet being one example, but some are even more restrictive. [music] Research shows that only a small subset of children with ADHD experience [music] improvement on these diets. But if hyperactivity and inattention are improved in [music] 10% of kids when you remove dyes, why not just try it? >> You might, but consider the downsides. Restrictive diets can increase stress around food, worsen picky eating, or lead to nutritional deficiencies if not properly supervised. They can also be difficult to maintain and socially isolating for children. So, what I'm hearing is elimination diets are not a replacement for proven ADHD treatments like behavioral therapies or medication, but in select cases, they may be considered under the guidance of a healthcare provider. >> Yes, ADHD care works best when it's individualized and discussed with all members of your child's treatment team. If you think this information might be helpful for your child, please discuss with your provider before starting an elimination diet.",4,0,1,1,overestimates_severity
C_COMPLEMENT_NB,160,1,3,What’s the deal with ADHD and skin picking? | Experts Answer,"What's the deal with ADHD and skin picking? Well, skin picking, along with nail biting, nose picking, cheek biting, hair pulling, are collectively known as the body focused repetitive behaviors, or BFRBs. It's a mouthful. Having ADHD absolutely places someone at higher risk for BFRBs. Now, it's not really a surprise as to why. BFRBs are associated with individuals who seek those behaviors to achieve self-soothing, grounding. Sometimes people engage in those behaviors mindlessly, as almost a fidget, whether they're playing with their hair, and then it might result in pulling their hair, or picking at their cuticles, or biting their nails, all of which affect people with ADHD. Studies have also shown that these behaviors can create a dopamine response in the brain, and we know how the ADHD brain craves that dopamine. There are many successful strategies and mindful strategies that can help people with these conditions, so that they don't have to get in your way.",5,1,2,2,overestimates_severity
C_COMPLEMENT_NB,195,2,3,The Most Common ADHD Symptoms in Women,hi I'm Dr Lisa Batten I'm a therapist and clinical researcher and I'm here to talk about some of the most common symptoms of ADHD in women number one organized chaos so because organization is such a difficult thing for people with ADHD you often develop coping mechanisms which often looks like baskets or stations where things live it works for you but to the outside eye it can look like chaos number two you take on too much as a go-getter with superpowers you hold yourself to unrealistic standards which can lead to putting way too much on your plate number three decisions are easy and impossible you're either all in without thinking or you're researching every single option and outcome possible and feeling Frozen by indecision number four emotional rollercoaster so you might find that you power through one emotionally devastating event with ease but some minor setback can send you absolutely spiraling,4,1,1,1,overestimates_severity
C_COMPLEMENT_NB,205,3,1,3 Common But NOT Normal Symptoms: ADHD,"Three common symptoms that are not normal in ADHD. Number one is waking up between two to 3:00 a.m. This is something that I commonly see in many ADHD patients and is usually attributed to dysregulations in cortisol and or blood sugar. Number two is GI issues like upset stomach, constipation, diarrhea, or bloating. This can be the consequence of multiple factors, but one of the most common ones is the anxiety that typically goes along with ADHD, which can disrupt gut function. And number three is missing meals followed up by binge eating. This is something that's very common in those with ADHD and can have a negative impact on blood sugar and cortisol like I mentioned in point one and also in gut health issues like I mentioned in point two. Have you experienced these issues? Let me know in the comments.",4,3,-2,2,underestimates_severity
C_COMPLEMENT_NB,207,1,3,Treating ADHD,so ADHD is one of the conditions that for us is relatively easy to make a big difference fast now I'm not saying that treating ADHD is always easy that's not the case but we have highly effective and excellent treatments for ADHD and people can make big turnarounds between appointments they can go from failing to coming back the next appointment getting all a now there are other conditions in Psychiatry where we see huge turnarounds but a lot of the time it takes a little bit more time and that's why treating ADHD is one of the psychiatrist favorite conditions to treat because it does give us a little bit of immediate gratification when we make a correct diagnosis and someone responds really well,2,0,2,2,overestimates_severity
